user_id,name,email,phone,age,city,account_type,signup_date,account_balance,kyc_complete,churn
USR00019,Krish Lalla,chhabranachiket@example.com,09353487401,35,Ahmedabad,wallet,2025-09-13,2637.13,True,0
USR00020,Aradhana Basu,nathkalpit@example.net,02786801128,40,Delhi,savings,2025-12-31,9146.84,True,0
USR00021,Kala Divan,cdatta@example.com,00533158692,26,Mumbai,savings,2025-01-26,5740.96,True,0
USR00022,Nicholas Goel,lbakshi@example.net,06342160733,30,Delhi,savings,2026-01-18,6521.14,True,0
USR00023,Inaya Mody,udantbajwa@example.net,+916541458685,53,Jaipur,savings,2025-09-22,6178.63,True,0
USR00024,Jack Lal,alkabarad@example.org,6556981693,32,Mumbai,savings,2025-09-23,7758.6,True,0
USR00025,Chaitanya Sarin,venkateshronith@example.com,01595148465,44,Mumbai,current,2026-02-02,5028.75,True,0
USR00026,Chakrika Datta,osharaghavan@example.net,2994680443,44,Delhi,current,2026-03-21,504.14,True,0
USR00027,Ekanta Shroff,rsathe@example.org,7214895134,18,Chennai,wallet,2025-10-28,4157.17,True,0
USR00028,Rushil Din,batrayash@example.com,1769367632,48,Bengaluru,wallet,2025-09-01,24378.92,True,0
USR00029,Hredhaan Sandal,patrickvasa@example.com,+918317278895,39,Mumbai,savings,2025-10-25,5802.15,True,0
USR00030,Yamini Sandhu,vdutt@example.com,04348734714,39,Chennai,wallet,2025-02-25,3731.56,True,0
USR00031,Anita Nayak,faris22@example.org,02316658760,38,Delhi,savings,2025-05-19,2219.17,True,0
USR00032,Osha Ramachandran,raivansha@example.org,04668893734,18,Delhi,savings,2025-01-21,17850.28,True,0
USR00033,Vedika Balakrishnan,qnayar@example.net,02729806990,18,Kolkata,wallet,2025-04-24,1465.89,True,0
USR00034,Priya Deshmukh,dgopal@example.com,05375564641,35,Chennai,wallet,2026-05-05,4904.07,True,0
USR00035,Anirudh Zacharia,pallaudarsh@example.net,+910033092327,43,Mumbai,wallet,2026-01-18,1318.38,True,0
USR00036,Tejas Shroff,jyoti29@example.net,1241904966,31,Jaipur,wallet,2025-09-29,6984.98,True,0
USR00037,Faqid Kibe,mitrajai@example.net,+915865185067,32,Delhi,current,2025-12-02,15831.62,True,0
USR00038,Rachita Pathak,bdua@example.org,8498776945,18,Delhi,current,2025-08-10,2955.24,True,0
USR00039,Gabriel Mallick,wkohli@example.com,9650752735,38,Delhi,savings,2025-02-25,6876.24,True,0
USR00040,Harini Mammen,advaith83@example.org,+916783777014,18,Ahmedabad,savings,2025-05-14,10004.65,True,0
USR00041,Nidhi Kohli,jyoti78@example.net,06855744431,47,Chennai,savings,2025-01-18,3258.22,True,0
USR00042,Diya Dar,rehaankalita@example.net,04989413435,36,Bengaluru,savings,2026-03-26,89.17,True,1
USR00043,Chasmum Atwal,anushabath@example.org,4271094777,40,Kolkata,savings,2026-02-08,49706.03,True,0
USR00044,Qarin Behl,vanya11@example.com,01902294131,18,Bengaluru,savings,2025-01-28,4689.36,True,0
USR00045,Upkaar Virk,cseshadri@example.com,6499091334,22,Kolkata,current,2026-01-07,10957.43,True,0
USR00046,Naksh Khatri,falandugar@example.org,07974034471,47,Hyderabad,savings,2025-07-19,18511.89,True,0
USR00047,Aishani Hora,icontractor@example.org,2421024994,40,Bengaluru,wallet,2025-07-02,10741.4,True,0
USR00048,Jeet Sidhu,neha48@example.net,07190659401,19,Kolkata,savings,2025-01-05,23829.29,True,0
USR00049,Ansh Luthra,gillupma@example.net,7429671756,35,Mumbai,wallet,2025-06-06,5965.86,True,0
USR00050,Ekani Cheema,forumsabharwal@example.net,04680715451,25,Mumbai,wallet,2026-03-17,464.63,True,0
USR00051,Yoshita Agarwal,dsachdev@example.org,5977034824,34,Jaipur,savings,2026-03-22,4752.4,True,0
USR00052,Vedhika Dara,khatrinathan@example.com,0861317127,23,Hyderabad,current,2025-01-19,11368.63,True,0
USR00053,Yashodhara Mahajan,esubramanian@example.org,08263982146,34,Bengaluru,savings,2025-12-07,629.02,True,0
USR00054,Yashica Loke,mandalchanchal@example.net,7278755886,38,Jaipur,wallet,2025-06-02,385.16,True,0
USR00055,Ekanta Gulati,leelakaur@example.com,+915766270289,21,Delhi,savings,2026-05-13,8760.42,True,0
USR00056,Harish Sarraf,voratanmayi@example.org,2621745961,30,Jaipur,current,2025-09-19,4926.18,True,0
USR00057,Lajita Nadig,nbanik@example.org,+914316117240,20,Mumbai,savings,2026-02-27,12521.95,True,0
USR00058,Ekta Bhalla,jagrati56@example.org,+918692221969,52,Mumbai,wallet,2025-10-06,706.42,True,0
USR00059,Widisha Dhar,triyakumar@example.com,00748217594,24,Delhi,savings,2025-03-08,24669.21,True,0
USR00060,Zashil Shan,rushil67@example.org,+916959440640,33,Hyderabad,savings,2025-09-06,14350.84,True,0
USR00061,Watika Mangat,indirakanda@example.net,+919421047095,34,Chennai,current,2025-08-30,11627.64,True,0
USR00062,Gautam Merchant,ojasvi23@example.org,5884247451,57,Hyderabad,wallet,2025-08-29,403.04,True,0
USR00063,Faqid Dhaliwal,mekhalapau@example.org,00481754965,49,Pune,current,2025-03-23,25006.34,True,0
USR00064,Vivaan Sinha,narangtimothy@example.net,+917461200471,21,Mumbai,savings,2025-11-27,35363.64,True,0
USR00065,Wahab Yogi,lipikasetty@example.com,8692617964,29,Chennai,savings,2025-08-23,7301.67,True,0
USR00066,Kamala Kalla,psaxena@example.com,+915850643171,36,Chennai,current,2025-04-18,1886.25,True,0
USR00067,Ansh Bedi,yagnesh29@example.org,+918393352904,42,Bengaluru,savings,2025-09-07,11910.16,True,0
USR00068,Kalpit Zachariah,owen10@example.org,+915395024026,40,Delhi,wallet,2026-02-04,7981.19,True,0
USR00069,Devansh Soni,gpathak@example.net,+917839084700,49,Delhi,savings,2025-10-09,4081.78,True,0
USR00070,Neelima Sandhu,swaminathansachi@example.org,+915921249985,29,Kolkata,savings,2025-10-09,5786.03,True,0
USR00071,Chaitaly Setty,ychaudhary@example.net,+918367365766,29,Mumbai,savings,2025-04-25,1317.57,True,1
USR00072,Dhriti Sane,aadhya52@example.net,01111615280,32,Pune,wallet,2025-03-04,16744.85,True,0
USR00073,Jason Roy,pallavi04@example.net,05198327315,33,Mumbai,current,2025-03-17,82566.26,True,0
USR00074,Ishwar Mallick,pushtibal@example.net,4024455022,25,Mumbai,wallet,2025-06-17,1867.59,True,0
USR00075,Ekaraj Dhar,chandtanveer@example.com,07525459910,29,Mumbai,savings,2025-03-06,33370.05,True,0
USR00076,Nakul Bawa,magarsaanvi@example.net,07976438156,36,Delhi,wallet,2025-12-29,7032.56,True,0
USR00077,Bhanumati Sur,chakradev36@example.net,+910343244510,26,Chennai,savings,2025-02-23,7121.93,True,0
USR00078,Qushi Gill,lajitawalia@example.net,+918851606071,31,Mumbai,savings,2026-01-08,10177.58,True,0
USR00079,Pushti Ravel,hmann@example.com,+915297516136,37,Bengaluru,savings,2025-02-07,542.32,True,1
USR00080,Farhan Randhawa,harinakshi35@example.org,+918188355231,41,Mumbai,wallet,2026-01-17,49543.05,True,0
USR00081,Aahana Hora,michaelborra@example.org,7799799552,27,Chennai,savings,2025-10-23,5029.47,False,1
USR00082,Ekansh Singh,ymitter@example.com,0581477005,43,Bengaluru,current,2025-07-13,17848.52,True,0
USR00083,Faraj Chana,lshere@example.net,0793597820,32,Mumbai,current,2025-12-09,6134.42,True,0
USR00084,Harshil Oza,thamanorinder@example.org,+917788925546,43,Mumbai,wallet,2025-07-02,13143.66,True,0
USR00085,Hamsini Ben,dominic51@example.net,6449251925,37,Hyderabad,savings,2025-03-23,7945.2,True,0
USR00086,Manya Dayal,mukherjeekrisha@example.net,02816850542,52,Jaipur,current,2026-04-09,25934.92,True,0
USR00087,Harita Sunder,upkaardevan@example.org,+914188805929,41,Mumbai,savings,2025-09-14,12030.64,True,0
USR00088,Mitesh Gaba,noahsarma@example.org,05379473834,32,Mumbai,savings,2025-12-19,65464.13,True,0
USR00089,Rishi Pillai,xshenoy@example.com,08862392407,32,Mumbai,savings,2026-02-04,2155.49,True,0
USR00090,Harshil Varty,manefiyaz@example.org,07826137506,46,Lucknow,savings,2025-10-29,122586.68,True,0
USR00091,Meghana Thakkar,warinder61@example.com,+910515220472,30,Delhi,savings,2025-05-13,4344.11,True,0
USR00092,Saumya Ahluwalia,bahlaahana@example.org,+918986143410,18,Delhi,savings,2025-01-11,14440.06,True,0
USR00093,Oni Shankar,choudhryxalak@example.net,0893246095,49,Pune,wallet,2025-04-30,5517.71,True,0
USR00094,Omaja Grover,viswanathanjalsa@example.org,8888067065,35,Mumbai,savings,2025-09-05,7749.71,True,0
USR00095,Amol Parikh,paiwridesh@example.net,1952058527,48,Hyderabad,wallet,2025-03-05,35019.04,True,0
USR00096,Qabil Deshmukh,shankarbalhaar@example.com,+910305486874,42,Bengaluru,wallet,2025-06-10,7469.73,True,0
USR00097,Rayaan Mangal,champak54@example.org,06676527758,49,Bengaluru,current,2024-12-22,5306.46,True,0
USR00098,Fitan Samra,sanipranit@example.net,05115447962,34,Bengaluru,savings,2025-12-27,39174.94,True,0
USR00099,Indali Sekhon,panditradhika@example.com,0165820297,33,Hyderabad,savings,2025-10-21,3519.34,True,0
USR00100,Jonathan Bhavsar,jeevikapathak@example.com,0927557192,38,Mumbai,savings,2025-12-14,2055.28,True,0
USR00101,Mitali Murthy,zaid10@example.net,+917868144739,28,Bengaluru,wallet,2025-10-31,31109.96,True,0
USR00102,Vritti Iyengar,deshmukhethan@example.com,+917155188442,23,Mumbai,savings,2026-03-24,625.91,True,0
USR00103,Janaki Trivedi,jairajiyer@example.org,+917058957829,19,Delhi,savings,2026-04-10,2067.37,True,0
USR00104,Dominic More,hsrinivas@example.com,09125177852,32,Mumbai,wallet,2026-03-28,14828.91,True,0
USR00105,Kai Sant,dashzarna@example.org,02253584143,32,Hyderabad,wallet,2025-08-30,1324.55,True,0
USR00106,Jeremiah Mitter,thakkarom@example.net,2299590010,31,Hyderabad,savings,2026-03-19,9939.94,True,0
USR00107,Shivansh Saha,tankbimala@example.net,07364710276,42,Chennai,savings,2026-01-23,27910.92,True,0
USR00108,Ucchal Jani,maanas55@example.net,06258815371,24,Delhi,savings,2025-07-24,11409.1,True,0
USR00109,Shivani Kota,gunbirbedi@example.com,09632595327,27,Delhi,savings,2025-07-18,3983.26,True,0
USR00110,Wishi Morar,fbajaj@example.com,7339500479,23,Mumbai,savings,2025-09-23,10350.55,True,0
USR00111,Bhavika Yadav,chokshiraagini@example.org,05650609835,29,Delhi,wallet,2026-02-20,7140.87,True,0
USR00112,Ethan Raju,nmammen@example.net,1216558523,49,Lucknow,current,2025-02-25,6603.1,True,0
USR00113,Xiti Baria,baradlaksh@example.net,07872982595,27,Pune,savings,2025-06-17,1379.88,True,0
USR00114,Maya Mistry,yashica88@example.com,9470551694,29,Bengaluru,wallet,2025-04-22,11151.19,True,0
USR00115,Urvi Lanka,charansrinivasan@example.org,9623091307,37,Lucknow,savings,2026-05-10,79.71,True,0
USR00116,Omya Doshi,ajani@example.net,7028385786,33,Hyderabad,savings,2026-03-13,39755.78,True,0
USR00117,Oscar Sharaf,irya49@example.com,+913484344375,27,Mumbai,current,2026-01-16,18617.46,True,0
USR00118,Ikshita Mahal,jairaj98@example.com,05240415747,39,Delhi,savings,2026-05-13,14147.99,True,0
USR00119,Saksham Yohannan,anita21@example.net,9330833016,61,Bengaluru,savings,2025-12-04,6912.22,True,0
USR00120,Urmi Chaudhry,abduldugar@example.com,7734540193,18,Pune,savings,2025-04-23,5836.95,True,0
USR00121,Parth Sahni,balhaarranganathan@example.com,+914004991547,39,Pune,savings,2025-04-01,13974.94,True,0
USR00122,Krish Thaman,mmahajan@example.org,02742054932,48,Mumbai,current,2025-02-24,50297.65,True,0
USR00123,Prisha Varma,gabriel61@example.org,+917530463745,38,Pune,wallet,2025-06-28,22815.53,True,0
USR00124,Advay Lal,warinder01@example.com,02684145933,49,Pune,current,2025-07-27,2691.67,True,0
USR00125,Vanya Dua,aprakash@example.net,7833918785,42,Bengaluru,current,2026-02-14,17231.95,True,0
USR00126,Isaac Bhatia,masongala@example.com,7139718707,30,Chennai,savings,2026-01-09,5379.68,True,0
USR00127,Yochana Sagar,jbhardwaj@example.com,4064039106,31,Delhi,savings,2025-02-06,1034.13,True,0
USR00128,Devansh Bhasin,sodhiazad@example.com,02265676618,42,Delhi,savings,2026-03-08,14821.15,True,0
USR00129,Ijaya Dani,mayawadhwa@example.org,3004786863,40,Lucknow,wallet,2025-09-25,12769.87,True,0
USR00130,Triveni Pal,anyagulati@example.net,+910690331190,56,Mumbai,savings,2025-03-29,20435.52,True,0
USR00131,Chanakya Konda,rattireva@example.org,3028439599,30,Delhi,savings,2025-07-24,11533.63,True,0
USR00132,Warjas Mittal,timothysachdev@example.com,00892687056,42,Mumbai,savings,2026-04-29,23940.08,True,0
USR00133,Omaja Rege,charitapuri@example.org,7334270866,42,Chennai,savings,2025-09-13,12503.68,True,0
USR00134,Lipika Kibe,samar51@example.com,01830469901,47,Hyderabad,savings,2025-09-02,35863.14,True,0
USR00135,Teerth Srinivas,gaurangimitter@example.org,+913173936385,35,Chennai,savings,2025-01-26,4436.03,True,0
USR00136,Lajita Shukla,darika45@example.net,07175355609,60,Ahmedabad,current,2025-01-03,17893.06,True,0
USR00137,Madhav Babu,omisha42@example.org,03693785477,52,Mumbai,wallet,2024-12-28,1207.11,True,0
USR00138,Om Pandey,logansuresh@example.org,0801006231,47,Lucknow,wallet,2025-08-30,1802.68,True,0
USR00139,Aditya Kamdar,dprakash@example.net,9770088600,59,Chennai,savings,2025-12-16,7153.75,True,0
USR00140,Bhavini Badal,ggola@example.org,2339845461,39,Bengaluru,savings,2025-12-11,6085.71,True,0
USR00141,Nidra Sharaf,upkaarmital@example.net,+910166687002,21,Hyderabad,savings,2025-03-22,37598.95,True,0
USR00142,Xalak Saraf,girish80@example.org,+919740148902,21,Bengaluru,savings,2025-11-13,2910.82,True,0
USR00143,Amol Johal,mitalibose@example.com,+919396856218,44,Delhi,savings,2025-12-15,3728.79,True,0
USR00144,Chatresh Chaudhari,ekata@example.com,9965047735,18,Bengaluru,savings,2025-05-18,2414.2,True,0
USR00145,Rachana Grewal,xchada@example.net,03114262655,59,Bengaluru,wallet,2025-12-24,7595.49,True,0
USR00146,Gavin Ahluwalia,sai54@example.org,+911267888610,34,Mumbai,savings,2025-12-07,3173.56,True,0
USR00147,Irya Chander,lekha04@example.com,01839826224,47,Bengaluru,wallet,2025-01-23,9840.31,True,0
USR00148,Amrita Tailor,devganesh@example.com,06471543799,18,Jaipur,savings,2025-08-23,29684.24,True,0
USR00149,Tanvi Chhabra,dakshaahuja@example.com,09657569245,22,Kolkata,wallet,2026-02-16,57899.6,True,0
USR00150,Varenya Murthy,mitalinagar@example.com,7935646519,51,Delhi,current,2025-07-05,3764.89,True,0
USR00151,Pranit Bala,ckadakia@example.com,1672434266,27,Chennai,wallet,2026-03-08,4368.9,True,1
USR00152,Saumya Srinivas,gwarrior@example.net,08058911352,32,Kolkata,savings,2025-07-30,29037.55,True,0
USR00153,Mugdha Narula,acherian@example.org,03888993756,27,Hyderabad,current,2025-03-08,1364.06,True,0
USR00154,Xiti Dora,aryan71@example.com,01125457387,24,Hyderabad,savings,2026-01-22,3003.05,True,0
USR00155,Vamakshi Chatterjee,usethi@example.org,00105123828,28,Delhi,savings,2025-09-22,26153.74,True,0
USR00156,Ganga Sandhu,zkata@example.com,2266093796,44,Hyderabad,savings,2025-07-25,7899.54,True,0
USR00157,Aayush Kala,aryabhatnagar@example.net,+918255371478,43,Bengaluru,savings,2026-01-06,3015.36,True,0
USR00158,Lipika Ramanathan,pallindira@example.com,2499125134,33,Delhi,savings,2025-02-18,15055.46,True,0
USR00159,Qadim Prakash,yastirama@example.com,2966278282,34,Chennai,wallet,2026-01-25,17626.98,True,0
USR00160,Bhavya Dey,divyaseshadri@example.net,+915072368876,37,Delhi,savings,2026-04-02,12888.61,True,0
USR00161,Ojasvi Sawhney,fganesh@example.net,+913404384279,29,Delhi,savings,2025-05-17,2262.67,True,0
USR00162,Yasti Chowdhury,loyaljeevika@example.net,+917836134074,39,Chennai,savings,2026-02-05,13763.76,True,0
USR00163,Gagan Sarna,khalsashaurya@example.net,5962923309,18,Delhi,wallet,2026-01-12,8223.66,True,0
USR00164,Avni Yohannan,ekiyamaster@example.com,4812604223,21,Delhi,savings,2025-11-14,13863.03,True,0
USR00165,Ekanta Kota,jsuri@example.net,4667116845,47,Jaipur,savings,2025-07-23,14139.7,True,0
USR00166,Vinaya Narang,chandertara@example.net,5186363745,25,Delhi,savings,2025-04-03,19783.58,True,0
USR00167,Geetika De,roza@example.org,+911701277063,28,Mumbai,current,2025-02-22,46595.37,True,0
USR00168,Chasmum Dutt,girik54@example.org,02064361103,35,Chennai,savings,2026-03-02,1171.66,True,0
USR00169,Faras Deo,zilmilsaxena@example.org,+915162713611,18,Mumbai,wallet,2026-01-03,1214.33,True,0
USR00170,Dhriti Pillai,laksh62@example.net,2189092753,23,Ahmedabad,savings,2026-05-02,895.62,False,1
USR00171,Nisha Savant,gabrielchaudhry@example.org,+919656523413,20,Pune,current,2025-06-30,47612.41,True,0
USR00172,Avi Mitra,zarnaupadhyay@example.org,6403761379,31,Kolkata,savings,2025-01-14,17678.31,True,0
USR00173,Advik Patel,kevin69@example.com,08271091043,38,Bengaluru,savings,2025-04-02,12172.43,True,0
USR00174,Darpan Rao,yachana66@example.net,01889241418,36,Ahmedabad,wallet,2026-05-07,5293.42,True,0
USR00175,Nachiket Yadav,mahika91@example.com,6303161799,45,Bengaluru,current,2025-03-17,9108.5,True,0
USR00176,Dayamai Gill,aroralaksh@example.net,+912758842524,33,Mumbai,savings,2025-12-13,3920.64,True,0
USR00177,Ayushman Nayak,hmagar@example.org,09177850792,46,Pune,savings,2025-05-15,12744.48,True,0
USR00178,Nakul Kumer,daliavedant@example.net,0003075622,25,Kolkata,current,2025-04-12,14748.14,True,0
USR00179,Oni Kapur,yuvraj65@example.com,+919518023806,41,Mumbai,savings,2025-09-29,1089.04,True,0
USR00180,Udyati Mandal,falak18@example.com,+915349493759,34,Hyderabad,wallet,2025-06-30,9805.31,True,0
USR00181,Rohan Korpal,abeerrout@example.org,+918505064138,29,Chennai,savings,2025-05-20,11088.47,True,0
USR00182,Oni Swamy,dharati@example.org,+913865719182,48,Delhi,savings,2025-05-03,5079.14,True,0
USR00183,Falan Bhatia,pde@example.com,05655743132,18,Pune,savings,2025-06-04,265.78,True,1
USR00184,Nachiket Cherian,shivanishukla@example.com,01853747411,21,Jaipur,savings,2025-07-23,31694.14,True,0
USR00185,Daksha Baria,falakdivan@example.org,3568044206,45,Mumbai,savings,2025-01-06,1923.28,True,0
USR00186,Zaid Chandra,zchaudry@example.org,+910032365199,39,Mumbai,wallet,2024-12-24,3024.48,False,1
USR00187,Falan Bains,horasachi@example.org,+915107029667,30,Lucknow,wallet,2025-11-17,10135.1,True,0
USR00188,Lavanya Sandhu,iryakala@example.org,04720999347,22,Hyderabad,savings,2025-08-18,3800.52,True,0
USR00189,Varenya Bhat,mammenleela@example.org,03838065787,27,Kolkata,savings,2025-12-28,680.87,True,0
USR00190,Yadavi Nagy,lmadan@example.org,09304078593,30,Mumbai,savings,2026-04-19,12006.22,True,0
USR00191,Harish Kota,amairawalla@example.net,+913965223955,42,Jaipur,savings,2026-02-13,11408.63,True,0
USR00192,Indira Dhar,waidamore@example.org,00103930870,24,Bengaluru,savings,2025-02-07,28577.98,True,0
USR00193,Saksham De,peter50@example.org,+919218515691,29,Kolkata,current,2025-05-25,11771.67,True,0
USR00194,Chasmum Naidu,nakulsarkar@example.net,05289539264,44,Kolkata,wallet,2025-06-12,16114.0,True,0
USR00195,Joshua Goel,ramanbachittar@example.org,5939172513,39,Chennai,savings,2025-11-25,1677.96,True,0
USR00196,Ekaja Ganesh,nayaksanya@example.org,03315410067,42,Mumbai,wallet,2026-03-30,30817.55,True,0
USR00197,Ojas Sachdev,wradhakrishnan@example.net,01793271040,46,Hyderabad,wallet,2025-03-25,16.81,True,0
USR00198,Advika Cheema,oommenonkar@example.com,+911815997062,25,Hyderabad,wallet,2025-02-18,5074.91,True,0
USR00199,Naksh Bera,narulasamesh@example.org,08844431069,41,Mumbai,savings,2025-06-04,25612.33,True,0
USR00200,Mitesh Bhagat,aarush61@example.com,9731032417,18,Hyderabad,wallet,2025-09-23,6593.24,False,1
USR00201,Darika Rao,qsuresh@example.com,+918625652704,35,Mumbai,wallet,2025-09-14,44146.5,True,0
USR00202,Udyati Lall,amrutabhatia@example.org,1158693806,38,Hyderabad,savings,2025-05-05,6367.04,True,0
USR00203,Vaishnavi Keer,fmistry@example.com,0898992172,28,Mumbai,wallet,2025-04-28,7258.19,True,0
USR00204,Siddharth Hans,brijeshsampath@example.org,6329451168,37,Chennai,savings,2025-03-24,22071.73,True,0
USR00205,Eshana Majumdar,yarora@example.net,9861622999,21,Delhi,wallet,2025-05-04,26223.67,True,0
USR00206,Hitesh Chaudhuri,hemangini64@example.com,7997024629,32,Delhi,wallet,2026-02-19,15941.93,True,0
USR00207,Balvan Randhawa,wazir07@example.com,00544471324,40,Jaipur,wallet,2025-02-04,29211.48,True,0
USR00208,Ekani Luthra,mchakraborty@example.com,+916785082148,33,Kolkata,savings,2024-12-23,7897.57,True,0
USR00209,Krishna Viswanathan,ghosereyansh@example.org,+913070534578,34,Bengaluru,savings,2026-05-02,12408.76,True,0
USR00210,Jatin Balasubramanian,kashishsuresh@example.net,02798552414,31,Pune,wallet,2025-01-26,30445.28,True,0
USR00211,Libni Bawa,tanishkant@example.net,+913468007229,40,Ahmedabad,wallet,2025-02-20,5225.67,True,0
USR00212,Udarsh Krishnan,anvi66@example.com,04374896910,47,Mumbai,savings,2026-04-29,9852.88,True,0
USR00213,Barkha Misra,subramaniamdevansh@example.com,05444328309,20,Chennai,savings,2024-12-25,2630.05,True,0
USR00214,Ekaja Dey,tankchakrika@example.com,06609935387,30,Bengaluru,savings,2026-03-03,5573.83,True,0
USR00215,Yashica Mital,pratyushmemon@example.org,02482513534,23,Pune,wallet,2026-02-08,2559.46,True,1
USR00216,Garima Prabhu,chaitaly71@example.com,+919991738168,18,Mumbai,savings,2025-08-20,9823.53,True,0
USR00217,Odika Bhagat,lakshiyer@example.com,09725217525,33,Delhi,wallet,2026-02-17,3542.47,True,0
USR00218,Aayush Seth,shaurya29@example.org,01296666760,22,Mumbai,savings,2025-05-26,10938.2,True,0
USR00219,Ryan Prakash,nagyrayaan@example.org,0335421689,25,Chennai,wallet,2025-11-01,7585.49,False,1
USR00220,Oliver Bhattacharyya,misrabina@example.com,8985625753,21,Chennai,savings,2025-03-12,220.9,True,1
USR00221,Netra Bahl,udarshdeep@example.org,0982150648,34,Jaipur,current,2025-05-09,41047.17,True,0
USR00222,Chanakya Chokshi,bavajack@example.com,06184723046,27,Mumbai,wallet,2026-01-23,25296.82,True,0
USR00223,Zinal Madan,omyacheema@example.net,9141173934,32,Mumbai,savings,2026-05-11,624.12,True,0
USR00224,Ishita Rout,naveen08@example.com,+917530011972,47,Mumbai,wallet,2026-05-02,4257.41,True,0
USR00225,Yasti Borde,kundavihaan@example.com,04701204556,39,Mumbai,savings,2025-11-12,669.65,True,0
USR00226,Girish Bath,devionkar@example.com,07941552166,28,Lucknow,current,2026-04-07,84129.47,True,0
USR00227,Anita Rajan,psama@example.org,+912021697972,28,Kolkata,savings,2025-02-21,3414.4,True,0
USR00228,Jagrati Balakrishnan,vasudhasura@example.org,07014508993,36,Bengaluru,savings,2025-02-26,20363.07,True,0
USR00229,Zilmil Virk,santyuvraj@example.com,06289002877,36,Bengaluru,current,2025-03-20,447.53,True,0
USR00230,Falan Swamy,wridesh54@example.org,3866317797,44,Delhi,savings,2025-03-20,8215.48,True,0
USR00231,Wishi Sekhon,jagat70@example.org,06088019948,39,Delhi,wallet,2026-04-04,27118.16,True,0
USR00232,Tanmayi Om,chatura37@example.com,9975711305,21,Delhi,wallet,2025-01-21,2970.97,True,0
USR00233,Bishakha Vig,hitesh02@example.com,+916149331637,33,Bengaluru,savings,2025-06-30,1537.03,True,0
USR00234,Hamsini Chokshi,obatra@example.net,1779827080,45,Mumbai,savings,2026-02-19,13482.32,True,0
USR00235,Vasudha Trivedi,oscardave@example.org,09958669346,42,Mumbai,wallet,2025-02-19,22273.38,True,0
USR00236,Chaitaly Sethi,lakshitsachar@example.net,8485833394,21,Bengaluru,savings,2025-04-14,32274.98,True,0
USR00237,Kevin Gokhale,jack58@example.com,9684608106,25,Hyderabad,current,2026-01-01,4289.54,True,0
USR00238,Chatresh Bhalla,amaradyal@example.com,4204380571,38,Hyderabad,savings,2025-01-31,7155.03,True,0
USR00239,Lopa Khanna,champak66@example.com,5800439735,41,Kolkata,savings,2025-07-06,13204.97,True,0
USR00240,Rishi Menon,rgoel@example.org,+912816064842,43,Mumbai,savings,2025-05-09,64791.95,True,0
USR00241,Aadhya Ahluwalia,unnati20@example.org,09094798515,18,Bengaluru,savings,2025-01-14,5432.42,False,1
USR00242,Qarin Verma,tiwarinathaniel@example.com,8615335554,40,Chennai,savings,2025-11-14,9805.93,True,0
USR00243,Vaishnavi Andra,palsanaya@example.org,9930561648,34,Bengaluru,current,2025-11-11,10872.54,True,0
USR00244,Aryan Varughese,yoshita87@example.com,+914358112880,38,Mumbai,wallet,2025-04-25,2135.81,True,0
USR00245,Shivansh Kala,nchawla@example.net,6120750110,30,Bengaluru,wallet,2024-12-27,16748.69,True,0
USR00246,Zayan Bobal,aarnareddy@example.com,06650618091,29,Lucknow,savings,2025-07-28,16254.33,True,0
